entidad,municipio,municipio_nombre,seccion,section_id,distrito_local,distrito_federal
11,020,LEON,3148,110203148,6,
11,020,LEON,3149,110203149,6,
11,020,LEON,3150,110203150,6,
11,020,LEON,3151,110203151,6,
11,020,LEON,3152,110203152,6,
11,020,LEON,3153,110203153,6,
11,020,LEON,3154,110203154,6,
11,020,LEON,3155,110203155,3,
11,020,LEON,3156,110203156,3,
11,020,LEON,3157,110203157,3,
11,020,LEON,3158,110203158,3,
11,020,LEON,3159,110203159,3,
11,020,LEON,3160,110203160,5,
11,020,LEON,3161,110203161,5,
11,020,LEON,3162,110203162,5,
11,020,LEON,3163,110203163,5,
11,020,LEON,3164,110203164,5,
11,020,LEON,3165,110203165,5,
11,020,LEON,3166,110203166,5,
11,020,LEON,3167,110203167,5,
11,020,LEON,3168,110203168,5,
11,020,LEON,3182,110203182,3,
11,020,LEON,3183,110203183,3,
11,020,LEON,3184,110203184,3,
11,020,LEON,3185,110203185,3,
11,020,LEON,3186,110203186,3,
11,020,LEON,3187,110203187,3,
11,020,LEON,3188,110203188,3,
11,020,LEON,3189,110203189,3,
11,020,LEON,3190,110203190,5,
11,020,LEON,3191,110203191,5,
11,020,LEON,3192,110203192,5,
11,020,LEON,3193,110203193,5,
11,020,LEON,3194,110203194,5,
11,020,LEON,3195,110203195,5,
11,020,LEON,3196,110203196,5,
11,020,LEON,3197,110203197,5,
11,020,LEON,3198,110203198,5,
11,020,LEON,3199,110203199,5,
11,020,LEON,3204,110203204,11,
11,020,LEON,3205,110203205,11,
11,020,LEON,3206,110203206,11,
11,020,LEON,3207,110203207,11,
11,020,LEON,3208,110203208,11,
11,020,LEON,3209,110203209,11,
11,020,LEON,3210,110203210,11,
11,020,LEON,3211,110203211,11,
11,020,LEON,3215,110203215,3,
11,020,LEON,3216,110203216,3,
11,020,LEON,3217,110203217,3,
11,020,LEON,3218,110203218,3,
11,020,LEON,3219,110203219,5,
11,020,LEON,3220,110203220,5,
11,020,LEON,3221,110203221,5,
11,020,LEON,3222,110203222,5,
11,020,LEON,3223,110203223,5,
11,020,LEON,3224,110203224,6,
11,020,LEON,3225,110203225,6,
11,020,LEON,3226,110203226,6,
11,020,LEON,3227,110203227,6,
11,020,LEON,3228,110203228,6,
11,020,LEON,3229,110203229,6,
11,020,LEON,3230,110203230,6,
11,020,LEON,3243,110203243,11,
11,020,LEON,3244,110203244,11,
11,020,LEON,3245,110203245,11,
11,020,LEON,3246,110203246,11,
11,020,LEON,3247,110203247,11,
11,020,LEON,3248,110203248,11,
11,020,LEON,3249,110203249,11,
11,020,LEON,3270,110203270,6,
